,questionable_domain,user_friends_count,user_followers_count,user_favourites_count,user_verified,description,favorite_count,retweet_count,contains_profanity,word_count,url,mentions,hashtags,mentions_count,hashtags_count,contains_bad_url,contains_good_url,contains_bad_mentions,contains_good_mentions,contains_bad_hashtags,contains_good_hashtags,sentiment_analysis,contains_bad_words,contains_good_words,angry_level,fear_level,happy_level,sad_level,surprise_level
7423,0,1253,205652,18415,1,lem recommend nytimes election distractor source endless delight remind lovely world live pair intentional breathing get day,75,12,0,35,www.nytimes.com,['nytimes'],[],1,0,0,0,0,1,0,0,0.8807,0,1,0.0,0.25,0.75,0.0,0.0
17866,0,105,8,162,0,american could use 2000 really trumpian theatre desperate grab headline time white house tick he hold government american hostage ego,0,0,0,40,www.washingtonpost.com,[],[],0,0,0,0,0,0,0,0,-0.3744,0,1,0.0,0.5,0.0,0.0,0.5
4028,0,1135,1136,89577,0,since two author qanon nonsense claim deliberately make totally absurd obviously fictional fact 50 gop voter dont spot predictable,5,2,0,32,news.yahoo.com,[],[],0,0,0,1,0,0,0,0,-0.4019,0,1,0.0,0.33,0.0,0.33,0.33
6738,0,50,19,147,0,gop realdonaldtrump trump lie cost life trump say u round curve covid case surge united state record bad week yet virus case,0,0,0,29,www.nytimes.com,"['GOP', 'realDonaldTrump']",[],2,0,0,0,0,0,0,0,-0.1779,0,1,0.0,0.11,0.0,0.33,0.56
4061,1,5902,5892,40416,0,lock rudy giuliani announces new document release wednesday show financial crime personal crime biden family video,1,1,0,24,davidharrisjr.com,[],[],0,0,1,0,0,0,0,0,-0.7906,0,1,0.0,0.25,0.0,0.5,0.25
12746,0,38,5,719,0,realdonaldtrump azgop gopchairwoman gop repandybiggsaz repgosar another disgust display rhetoric narcissistic game show host anger hear trump lawyer say every right bring case actually,0,0,0,38,www.msn.com,"['realDonaldTrump', 'AZGOP', 'GOPChairwoman', 'GOP', 'RepAndyBiggsAZ', 'RepGosar']",[],6,0,0,0,0,0,0,0,-0.8225,0,1,0.0,0.14,0.0,0.43,0.43
8848,0,565,180,20504,0,therealhoarse erictrump dont forget father told folk vote twice nc rally commoncause investigate nc vote may actually biden roycoopernc dont forget illegal dnc investigate nc,4,0,0,41,www.google.com,"['TheRealHoarse', 'EricTrump', 'CommonCause', 'RoyCooperNC', 'DNC']",[],5,0,0,0,0,0,0,0,0.6435,0,1,0.25,0.5,0.0,0.12,0.12
4299,0,77,20,1026,0,fox work russian unamerican fox news obtains receipt computer shop hunter biden story via yahoo,0,0,0,26,news.yahoo.com,['Yahoo'],[],1,0,0,1,0,0,0,0,0.0,0,1,0.0,0.33,0.0,0.67,0.0
15703,0,1029,385,32459,0,write book 2020 campaign title last gasp demographic history arent side gop,0,0,0,29,www.theatlantic.com,['GOP'],[],1,0,0,0,0,0,0,0,0.0,0,1,0.0,0.67,0.0,0.0,0.33
13627,0,355,198,6485,0,covid vaccine rollout could begin middecember fauci say health news u news even pb announces vaccination covid 19 might begin december dare remind trump predict already,0,0,0,33,www.usnews.com,[],[],0,0,0,0,0,0,0,0,0.0,0,1,0.25,0.25,0.0,0.0,0.5
7400,0,0,3,307,0,closing day trump use technique bannon nail flood zone sht flood bannons life shit give back gift give crude,0,0,0,32,www.cnn.com,[],[],0,0,0,0,0,0,0,0,-0.6597,0,1,0.0,0.5,0.25,0.0,0.25
1169,0,873,358707,216,1,gop fail miserably repeal aca kill protection preexist condition theyre try pack scotus dirty work tell senator noconfirmationbeforeinauguration,53,24,0,34,www.tampabay.com,['GOP'],"['ACA', 'SCOTUS', 'NoConfirmationBeforeInauguration']",1,3,0,0,0,0,0,0,-0.9349,0,1,0.25,0.25,0.0,0.25,0.25
13853,0,589,268,954,0,honest u election officals 2020 make sure 2020 election come success 45 lose bidenharris story,0,0,0,27,www.nytimes.com,[],['BidenHarris'],0,1,0,0,0,0,0,0,0.765,0,1,0.0,0.25,0.0,0.75,0.0
559,0,905,213,1131,0,smerconish dncwarroom gop governance pathetic u airline furlough 32000 worker time run aid,0,0,0,20,news.yahoo.com,"['smerconish', 'DNCWarRoom', 'GOP']",[],3,0,0,1,0,0,0,0,-0.5719,0,1,0.0,0.0,0.0,1.0,0.0
7123,0,16696,15355,240328,0,realdonaldtrump criminal liability come job trumpvirus stanford analysis found 18 summer trump rally result 30000 case covid19 amp likely lead 700 death gop thedemocrats joebiden,3,2,0,36,www.nytimes.com,"['realDonaldTrump', 'GOP', 'TheDemocrats', 'JoeBiden']","['TrumpVirus', 'COVID19']",4,2,0,0,0,0,0,0,-0.8442,0,1,0.0,0.62,0.12,0.12,0.12
17199,0,1010,97,5958,0,nytimes seem borisjohnson much sense realdonaldtrump gathering christmas worth mom granny dad child die covid,0,0,0,24,www.theatlantic.com,"['nytimes', 'BorisJohnson', 'realDonaldTrump']",[],3,0,0,0,0,1,0,0,-0.4588,0,1,0.0,0.5,0.0,0.5,0.0
16020,0,16817,16028,226005,0,gop step stop trump tear democracy apart go long housegop senategop need step losertrump freshvoicesrise,111,61,0,33,www.washingtonpost.com,"['HouseGOP', 'SenateGOP']","['LoserTrump', 'FreshVoicesRise']",2,2,0,0,0,0,0,0,-0.296,0,1,0.0,0.33,0.0,0.33,0.33
3880,0,1823,1996,127706,0,via nytimes trump say would fire dr fauci werent negative press trump fire anybody tell truth,3,1,0,27,www.nytimes.com,['NYTimes'],[],1,0,0,0,0,0,0,0,0.1275,0,1,0.0,0.29,0.0,0.29,0.43
9260,0,851,526,1668,0,catastrophy happens put realdonaldtrump amp gop charge anything corrupt greedy inept amp incompetent manage dont lead amp dont anyone else lead either fat donny amp mike quit amp go home,0,0,1,49,www.washingtonpost.com,['realdonaldtrump'],[],1,0,0,0,0,0,0,0,-0.6597,0,1,0.17,0.33,0.17,0.33,0.0
834,1,6052,5871,33865,0,president trump part senate democrat need quit make excuse senator try get sneaky delay scotus confirmation trump covid westjournalism,8,23,0,32,www.westernjournal.com,['WestJournalism'],[],1,0,0,0,0,0,0,0,-0.4404,0,1,0.0,0.0,0.0,0.5,0.5
15561,0,6,7,20,0,marti_biegler jd45883604 realdonaldtrump world work together get company focus covid vaccine u trump admin give funding towards development place large order yet try credit,2,1,0,42,qz.com,"['marti_biegler', 'jd45883604', 'realDonaldTrump']",[],3,0,0,1,0,0,0,0,0.3818,0,1,0.0,0.83,0.0,0.0,0.17
14130,0,375,39,12723,0,president trump critic warn history look unkindly effort overturn democratic election forecast understandable may wrong history rarely look oneterm president,0,0,0,33,www.nytimes.com,[],[],0,0,0,0,0,0,0,0,-0.6808,0,1,0.0,0.57,0.0,0.29,0.14
4273,0,226,19936,49,0,character matter vote matter leader choose matter silent hope neither know vote joe biden best country america matter,4,1,0,41,www.nbcnews.com,[],[],0,0,0,0,0,0,0,0,0.8176,0,1,0.0,0.75,0.0,0.12,0.12
13051,0,17688,16635,77195,0,fauci say he worried coronavirus case number 3 week thanksgiving anyone near trump dead trump doesnt agree science 25th traitor,1,1,0,35,www.cnn.com,[],[],0,0,0,0,0,0,0,0,-0.8079,0,1,0.0,0.2,0.0,0.2,0.6
2251,1,108,100,4454,0,vladimir putin tie democrat soviet communist say would happy work joe biden via gatewaypundit,0,0,0,21,www.thegatewaypundit.com,['gatewaypundit'],[],1,0,0,0,1,0,0,0,0.5719,0,1,0.0,0.5,0.25,0.0,0.25
17626,0,92,58,2890,0,hcraig0062_h senronjohnson alexbruesewitz might turn news rightwing outlet force air retraction election software use manipulate vote even oan sometimes lie consequence,0,0,0,36,news.yahoo.com,"['hcraig0062_h', 'SenRonJohnson', 'alexbruesewitz']",[],3,0,0,1,0,0,0,0,0.0,0,1,0.33,0.33,0.0,0.0,0.33
5029,0,2105,11062,6573,1,difficult make case debate still serve original function mc senior fellow jenlawlessuva politicsuva politico mcmedia,1,0,0,24,www.politico.com,"['jenlawlessUVA', 'PoliticsUVA', 'politico']","['debates', 'MCmedia']",3,2,0,0,0,0,0,0,-0.0516,0,1,0.0,0.0,0.0,1.0,0.0
503,0,71,108,830,0,protrump militant group recruit thousand police soldier veteran fbi dhsgov usarmy tuckercarlson foxnews gop nytimes washingtonpost realdonaldtrump cbsnews cnn cbcnews berniesanders ewarren joebiden aoc,0,0,0,31,www.theatlantic.com,"['FBI', 'DHSgov', 'USArmy', 'TuckerCarlson', 'FoxNews', 'GOP', 'nytimes', 'washingtonpost', 'realDonaldTrump', 'CBSNews', 'CNN', 'CBCNews', 'BernieSanders', 'ewarren', 'JoeBiden', 'AOC']",[],16,0,0,0,0,1,0,0,0.0,0,1,0.0,0.0,0.0,0.0,1.0
14189,0,361,42,4536,0,say fugly look like pile nacho melania trump unveils america beautiful theme white house christmas,0,0,0,28,www.wpxi.com,[],[],0,0,0,0,0,0,0,0,0.7506,0,1,0.0,0.4,0.2,0.0,0.4
5182,0,994,3629,209235,0,trump campaign videotape voter deposit ballot drop boxesleading ag warn wk campaign action fall outside permit poll watch practicesampcould amount illegal voter intimidation,1,0,0,38,www.cnn.com,[],['Trump'],0,1,0,0,0,0,0,0,-0.836,0,1,0.0,0.5,0.0,0.0,0.5
5644,0,55,10,1106,0,steveguest kellyannepolls capitalism support joe biden trump crime family syndicate kleptocracy american learn meaning word 226000 needlessly,0,0,0,35,www.businessinsider.com,"['SteveGuest', 'KellyannePolls']",[],2,0,0,0,0,0,0,0,-0.2023,0,1,0.2,0.2,0.0,0.2,0.4
9290,0,4767,7461,10922,1,whoa nice awesome bidens choice ron klain run white house signal rejection trumpera chaos,2,0,0,23,www.washingtonpost.com,[],[],0,0,0,0,0,0,0,0,-0.0772,0,1,0.17,0.33,0.17,0.0,0.33
12394,0,818,2414,17026,0,scathing ruling judge matthew brann say court present strain legal argument without merit speculative accusation,1,0,0,24,www.bbc.com,[],[],0,0,0,0,0,0,0,0,-0.4745,0,1,0.0,0.83,0.0,0.0,0.17
9650,0,937,201,10037,0,brought u gop amp realdonaldtrump 1 5 covid19 patient diagnose psychiatric disorder within 90 day study find,1,0,0,26,www.cbsnews.com,"['GOP', 'realDonaldTrump']",[],2,0,0,0,0,0,0,0,-0.4019,0,1,0.0,0.0,0.33,0.67,0.0
4519,0,348,66,12355,0,vote million slip poverty voting may leverage 2nd stimulus check via yahoo time vote useless gop gopchairwoman gop elect work people game,0,0,0,48,news.yahoo.com,"['Yahoo', 'GOPChairwoman', 'GOP']",[],3,0,0,1,0,0,0,0,-0.7269,0,1,0.0,1.0,0.0,0.0,0.0
6209,1,6118,5585,63376,0,break tucker carlson tell viewer package biden document sent producer ny tamper content go miss video via gatewaypundit,0,0,0,28,www.thegatewaypundit.com,['gatewaypundit'],[],1,0,0,0,1,0,0,0,-0.1531,0,1,0.0,0.5,0.0,0.33,0.17
9499,0,9337,9159,14057,0,ken paxton fought trump legal war texas he trouble new york time trumpconcede corrupt politician fight bad fight trumpispathetic,1,0,0,28,www.nytimes.com,[],"['TrumpConcede', 'TrumpIsPathetic']",0,2,0,0,0,0,0,0,-0.9442,0,1,0.0,0.25,0.0,0.62,0.12
4663,0,2132,2550,1655,0,trump administration consider proscribe amnesty oxfam human right watch antisemitic tell government support business insider,0,0,0,26,www.businessinsider.com,[],[],0,0,0,0,0,0,0,0,0.4019,0,1,0.0,0.33,0.0,0.33,0.33
5193,0,892,326,1196,0,u set coronavirus case record amid new surge realdonaldtrump idiot round corner joebiden right anyone allow happen reelect 8500000 case 224000 dead,0,0,0,36,www.nytimes.com,"['realDonaldTrump', 'JoeBiden']",[],2,0,0,0,0,0,0,0,-0.7717,0,1,0.0,0.67,0.0,0.33,0.0
12348,1,5983,5439,120462,0,arrogant smug bully mob as hole cheat lie thedemocrats evil human earth everything put back 10 fold poor covid leftist hollywood elite launch sick attack donald trump jr via westjournalism,0,0,1,45,www.westernjournal.com,"['TheDemocrats', 'WestJournalism']",[],2,0,0,0,0,0,0,0,-0.9702,0,1,0.1,0.1,0.1,0.4,0.3
16446,0,3465,3460,47745,0,imho overarch effect protest candidate destructive somewhat mccrory make flaw claim,0,0,0,24,www.ncpolicywatch.com,[],['McCrory'],0,1,0,0,0,0,0,0,-0.7184,0,1,0.0,0.0,0.0,0.25,0.75
1392,0,1154,1556,64785,0,vote gop poor decision make wrong choice make consistently cost hundred thousand life prestigious medical journal call u leadership vote covid19 failure cnn,7,2,0,44,www.cnn.com,['GOP'],[],1,0,0,0,0,0,0,0,-0.8591,0,1,0.12,0.25,0.0,0.5,0.12
15459,1,2564,1310,13690,0,perdue poll leftist idiot jon ossoff maybe stop slam trump georgia via gatewaypundit,0,0,1,22,www.thegatewaypundit.com,['gatewaypundit'],"['Perdue', 'Trump', 'Georgia']",1,3,0,0,1,0,0,0,-0.7964,0,1,0.0,0.0,0.0,0.0,1.0
8283,0,4965,3468,12151,0,biden plan immediate flurry executive order reverse trump policy matt viser seung annie linskey,0,0,0,22,www.washingtonpost.com,[],[],0,0,0,0,0,0,0,0,0.0,0,1,0.0,0.33,0.0,0.33,0.33
4532,0,53,8,166,0,u spy diplomat suggest trump administration coverup official cuba russia china get mysteriously sick via yahoo,0,0,0,23,news.yahoo.com,['Yahoo'],[],1,0,0,1,0,0,0,0,-0.5106,0,1,0.0,0.0,0.0,0.67,0.33
14221,1,3833,3553,43779,0,rand paul listen basehe get twitter boldly call fraud powerful tweet via waynedupreeshow,14,2,0,24,www.waynedupree.com,['WayneDupreeShow'],[],1,0,0,0,0,0,0,0,0.128,0,1,0.0,0.0,0.0,1.0,0.0
17789,0,7151,16699,42616,1,alexpadilla4ca recipe pumpkin chili today nytimes continue senatorial chef aspiration set soontobepredecessor kamalaharris,4,1,0,22,www.nytimes.com,"['AlexPadilla4CA', 'nytimes', 'KamalaHarris']",[],3,0,0,0,0,1,0,0,0.0,0,1,0.0,1.0,0.0,0.0,0.0
7991,0,391,1576,42527,0,markos kurteichenwald count vote criminal postmaster general arrest voter suppression trump complicit,2,0,0,23,www.washingtonpost.com,"['markos', 'kurteichenwald']",[],2,0,0,0,0,0,0,0,-0.7003,0,1,0.0,0.33,0.0,0.33,0.33
3655,0,4856,2892,93165,0,fear bloodbath republican senator begin edge away trump gop little late could vote remove impeachment chose ignorenow suffer blue vote biden harris blue,1,0,0,39,consequences.vote,['GOP'],[],1,0,0,1,0,0,0,0,-0.7717,0,1,0.12,0.0,0.0,0.75,0.12
1308,0,1154,313,14371,0,eat peace snerdley pac target kamala harris doozy ahead vp debate via bizpacreview,0,0,0,22,www.bizpacreview.com,['BIZPACReview'],[],1,0,0,0,0,0,0,0,0.5423,0,1,0.0,1.0,0.0,0.0,0.0
12051,0,99,234,5652,0,judithr888 frankamari2 realdonaldtrump long charade go roger stone devise current stopthesteal scheme back 2016 hillary lose ec trump amp co feed crap 2020 people eat stale b tasty,4,1,0,58,www.nbcnews.com,"['JudithR888', 'FrankAmari2', 'realDonaldTrump']",[],3,0,0,0,0,0,0,0,-0.6486,0,1,0.0,0.43,0.0,0.14,0.43
11841,0,1453,2904,192612,0,profoundly depress still discus extremely unlikely lead different result president,1,0,0,24,apnews.com,[],[],0,0,0,1,0,0,0,0,-0.4939,0,1,0.0,0.5,0.0,0.5,0.0
10760,0,3522,2558,25838,0,gop destroy country weaponize stupidity jaw drop die covid19 patient told nurse stuns camerota,0,0,1,28,www.cnn.com,['GOP'],[],1,0,0,0,0,0,0,0,-0.9062,0,1,0.0,0.33,0.0,0.33,0.33
13805,1,385,112,2608,0,please let fake news president continue show immaturity inability represent america,0,0,0,24,www.dailymail.co.uk,[],[],0,0,0,0,0,0,0,0,-0.5423,0,1,0.0,0.0,0.0,1.0,0.0
4964,1,7602,7672,10864,0,thank fellow patriot reliable amp former voting block housedemocrats senatedems dnc trumplandslide potus trump approval black voter soar 46 debate win joe predator biden via gatewaypundit,2,1,0,36,www.thegatewaypundit.com,"['HouseDemocrats', 'SenateDems', 'DNC', 'POTUS', 'gatewaypundit']",['TrumpLandslide'],5,1,0,0,1,0,0,0,0.7579,0,1,0.0,0.0,0.33,0.33,0.33
13154,1,5548,6249,57935,0,davidvance via parler bidensspeech get 1000 view yet expect believe election funny,10,4,0,29,parler.com,['DavidVance'],"['Parler', 'BidensSpeech']",1,2,1,0,0,0,0,0,0.4404,0,1,0.0,0.0,0.5,0.0,0.5
12397,0,5001,3568,201924,0,2020 karen year future employer ask gsaemily explain fail current job doyourjobemily,1,0,0,24,news.yahoo.com,['GSAEmily'],['DoYourJobEmily'],1,1,0,1,0,0,0,0,-0.5423,0,1,0.0,1.0,0.0,0.0,0.0
17913,0,662,255,13679,0,realdonaldtrump take gop spectacular way animus full display bad boy bad boy gon trump come,0,0,0,36,www.nydailynews.com,"['realDonaldTrump', 'GOP']",[],2,0,0,0,0,0,0,0,-0.7906,0,1,0.0,0.0,0.0,0.67,0.33
6037,0,806,89,9582,0,trump gop bail third time watch time throw food insecure unemployed furlough bus sad mvia nytimes,0,0,0,37,www.nytimes.com,['nytimes'],[],1,0,0,0,0,1,0,0,-0.7096,0,1,0.0,0.25,0.0,0.25,0.5
675,0,3755,1799,13707,0,gop sue state voting rule tell local election office ignore previous rule,3,1,0,22,apnews.com,['GOP'],[],1,0,0,1,0,0,0,0,-0.3612,0,1,0.0,0.5,0.0,0.5,0.0
6018,0,4441,4591,227494,0,gop senator use hearing bully tech mogul put unfiltered trump propaganda warn label hope fail tech hearing live update facebook google twitter ceo prepare clash congress preelection showdown biden,1,1,0,41,www.washingtonpost.com,[],['Biden'],0,1,0,0,0,0,0,0,-0.7351,0,1,0.0,0.33,0.0,0.33,0.33
4884,0,10494,10149,4879,0,trump bountygate foxnews foxnewssunday foxnewsalert foxnewsnight foxnation foxnewstalk foxandfriends seanhannity tuckercarlson ingrahamangle judgejeanine loudobbs oann npr nprpolitics wsj newyorkpost thehill dcexaminer twitter,1,0,0,24,www.cnn.com,"['FoxNews', 'FoxNewsSunday', 'foxnewsalert', 'foxnewsnight', 'foxnation', 'foxnewstalk', 'foxandfriends', 'seanhannity', 'TuckerCarlson', 'IngrahamAngle', 'JudgeJeanine', 'LouDobbs', 'OANN', 'NPR', 'nprpolitics', 'WSJ', 'newyorkpost', 'thehill', 'dcexaminer', 'Twitter']",['BountyGate'],20,1,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.5,0.5
17007,1,5012,5010,57915,0,democrat official pull knife trump supporter indict weapon charge medium try frame victim via gatewaypundit,0,0,0,22,www.thegatewaypundit.com,['gatewaypundit'],[],1,0,0,0,1,0,0,0,-0.296,0,1,0.0,0.0,0.33,0.33,0.33
4879,0,242,97,487,0,factchecked trump deport few immigrant barackobamas administration welldocumented cage built obamas command hard joebiden admit debatetonight,0,0,0,41,www.pewresearch.org,"['BarackObama', 'JoeBiden']",['DebateTonight'],2,1,0,0,0,0,0,0,0.1027,0,1,0.25,0.25,0.0,0.25,0.25
8045,0,1567,1007,25533,0,tprice4224 johnsmithh66 realdonaldtrump look heritage researcher cover period 19 year order find 15 case voter fraud less case year hardly qualifies rampant voter fraud,5,0,0,42,www.brookings.edu,"['tprice4224', 'JOHNSMITHH66', 'realDonaldTrump']",[],3,0,0,0,0,0,0,0,-0.8225,0,1,0.0,1.0,0.0,0.0,0.0
7934,0,157,53,6369,0,_ryanmorrissey jackwhitehall correct apology ive woken havent gotten coffee yet yes go legislature vote lot bootlicker here good explanation bbc,1,0,0,41,www.bbc.com,"['_RyanMorrissey', 'jackwhitehall']",[],2,0,0,0,0,0,0,0,0.7003,0,1,0.0,0.0,0.25,0.75,0.0
12255,0,318,66,158,0,rematch trump privately plot next act include potential 2024 run philip rucker ashley parker josh dawsey,0,0,0,24,www.washingtonpost.com,[],[],0,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,1.0
6673,0,879,931,119677,0,gop ivankatrump gop lie reveal fake persona laid groundwork hunter biden conspiracy deluge 64page document later disseminate close associate trump appear work fake intelligence firm ivankaforprison,2,1,0,46,www.nbcnews.com,"['GOP', 'IvankaTrump']",['IvankaForPrison'],2,1,0,0,0,0,0,0,-0.7579,0,1,0.0,0.25,0.12,0.38,0.25
4488,1,342,61,1842,0,great summary respect civil happen u msm bidens dirty deal mkultra,0,0,0,25,larouchepac.com,[],['mkultra'],0,1,1,0,0,0,0,0,0.6486,0,1,0.33,0.0,0.67,0.0,0.0
11108,0,0,0,354,0,boltisbadd realdonaldtrump save grump nonsensical contradictory rant insanity defense criminal trial grump lose 2020 indict 2021,0,0,0,27,www.rollingstone.com,"['Boltisbadd', 'realDonaldTrump']",[],2,0,0,0,0,0,0,0,-0.872,0,1,0.17,0.17,0.0,0.67,0.0
17387,0,715,957,2304,1,trump invite advocate martiallawnow oval office really time 25thamendmentnow heat oval office meeting include talk special counsel martial law trump adviser clash,6,4,0,35,www.cnn.com,[],"['MartialLawNow', '25thAmendmentNow']",0,2,0,0,0,0,0,0,0.5106,0,1,0.0,0.17,0.0,0.0,0.83
4802,0,1181,477,6500,0,via nytimes bullshit iran threat since well 2016 rig election knew russia push moron president,1,0,1,33,www.nytimes.com,['NYTimes'],[],1,0,0,0,0,0,0,0,-0.8689,0,1,0.0,1.0,0.0,0.0,0.0
1231,0,350,1412,7310,0,vp debate go feel almost normal dont fool penny harris poise serious conventional debate issue thats election politicomag congress lobbyist issue,0,0,0,40,www.politico.com,[],['POLITICOMag'],0,1,0,0,0,0,0,0,0.2125,0,1,0.0,0.5,0.0,0.0,0.5
6520,0,505,138,1911,0,thehill jr think 1000 american die covid every day almost nothing republican dont leave cold dont pas heat dont get virus rally republican dont,2,0,0,51,www.washingtonpost.com,['thehill'],[],1,0,0,0,0,0,0,0,-0.6136,0,1,0.0,0.25,0.25,0.0,0.5
4911,0,3367,23749,14083,0,uselection2020 win trump candidate moment trump fare well unusually calm performance deutsche welle,3,0,0,23,www.dw.com,[],"['USelection2020', 'Trump']",0,2,0,0,0,0,0,0,0.8173,0,1,0.0,0.25,0.25,0.0,0.5
12729,0,825,21146,24935,1,justintrudeau canada never join robust formal alliance ccp biden merely call united front u ally amp partner confront china abusive behavior human right violation globeandmail,4,1,0,41,www.theglobeandmail.com,"['JustinTrudeau', 'globeandmail']",['CCP'],2,1,0,0,0,0,0,0,-0.849,0,1,0.0,0.67,0.0,0.33,0.0
